文件名		0.9下召回率	0.7下召回率	0.5下召回率
100001.JPG	0.000000	0.750000	1.000000
100002.JPG	0.000000	0.800000	1.000000
100003.JPG	0.000000	1.000000	1.000000
100004.JPG	0.000000	1.000000	1.000000
100005.JPG	0.250000	1.000000	1.000000
100006.JPG	0.000000	0.666667	1.000000
100007.JPG	0.000000	0.750000	1.000000
100008.JPG	0.000000	1.000000	1.000000
100009.JPG	0.200000	0.800000	1.000000
100010.JPG	0.200000	1.000000	1.000000
100011.JPG	0.666667	1.000000	1.000000
100012.JPG	0.500000	1.000000	1.000000
100013.JPG	0.000000	0.500000	1.000000
100014.JPG	0.250000	1.000000	1.000000
100015.JPG	0.500000	1.000000	1.000000
100016.JPG	0.000000	1.000000	1.000000
100017.JPG	0.000000	1.000000	1.000000
100018.JPG	0.000000	0.800000	1.000000
100019.JPG	0.111111	0.888889	1.000000
100020.JPG	0.000000	0.666667	1.000000
100021.JPG	0.200000	1.000000	1.000000
100022.JPG	0.000000	1.000000	1.000000
100023.JPG	0.000000	1.000000	1.000000
100024.JPG	0.000000	0.666667	1.000000
100025.JPG	0.000000	1.000000	1.000000
100026.JPG	0.333333	1.000000	1.000000
100027.JPG	0.600000	1.000000	1.000000
100028.JPG	0.000000	1.000000	1.000000
100029.JPG	0.000000	1.000000	1.000000
100030.JPG	0.000000	1.000000	1.000000
100031.JPG	0.142857	0.857143	1.000000
100032.JPG	0.125000	0.750000	1.000000
100033.JPG	0.500000	1.000000	1.000000
100034.JPG	0.000000	1.000000	1.000000
100035.JPG	0.000000	1.000000	1.000000
100036.JPG	0.125000	0.875000	1.000000
100037.JPG	0.000000	0.750000	1.000000
100038.JPG	0.000000	1.000000	1.000000
100039.JPG	0.000000	0.750000	1.000000
100040.JPG	0.333333	1.000000	1.000000
100041.JPG	0.000000	1.000000	1.000000
100042.JPG	0.250000	0.750000	1.000000
100043.JPG	0.200000	0.800000	1.000000
100044.JPG	0.000000	1.000000	1.000000
100045.JPG	0.500000	1.000000	1.000000
100046.JPG	0.111111	0.777778	1.000000
100047.JPG	0.142857	1.000000	1.000000
100048.JPG	0.000000	1.000000	1.000000
100049.JPG	0.428571	0.857143	1.000000
100050.JPG	0.000000	1.000000	1.000000
101001.JPG	0.400000	1.000000	1.000000
101002.JPG	0.000000	1.000000	1.000000
101003.JPG	0.000000	1.000000	1.000000
101004.JPG	0.000000	1.000000	1.000000
101005.JPG	0.125000	0.875000	1.000000
101007.JPG	0.285714	0.857143	1.000000
101008.JPG	0.250000	0.875000	0.875000
101009.JPG	0.000000	1.000000	1.000000
101010.JPG	0.000000	0.600000	1.000000
101011.JPG	0.000000	0.833333	0.833333
101012.JPG	0.000000	0.857143	1.000000
101013.JPG	0.000000	1.000000	1.000000
101015.JPG	0.000000	0.833333	1.000000
101016.JPG	0.000000	0.833333	1.000000
101017.JPG	0.600000	1.000000	1.000000
101018.JPG	0.000000	0.875000	0.875000
101019.JPG	0.000000	1.000000	1.000000
101020.JPG	0.000000	0.666667	1.000000
101021.JPG	0.333333	1.000000	1.000000
101023.JPG	0.000000	1.000000	1.000000
101024.JPG	0.000000	1.000000	1.000000
101025.JPG	0.000000	1.000000	1.000000
101026.JPG	0.000000	1.000000	1.000000
101027.JPG	0.000000	0.666667	1.000000
101028.JPG	0.250000	1.000000	1.000000
101029.JPG	0.142857	1.000000	1.000000
101030.JPG	0.666667	1.000000	1.000000
101031.JPG	0.181818	0.909091	1.000000
101032.JPG	0.333333	0.666667	1.000000
101033.JPG	0.000000	0.750000	1.000000
101034.JPG	0.333333	0.833333	1.000000
101035.JPG	0.285714	0.857143	1.000000
101036.JPG	0.333333	0.666667	1.000000
101037.JPG	0.250000	0.750000	1.000000
101038.JPG	0.250000	1.000000	1.000000
101039.JPG	0.142857	0.857143	0.857143
101040.JPG	0.333333	1.000000	1.000000
101041.JPG	0.166667	1.000000	1.000000
102001.JPG	0.000000	1.000000	1.000000
102002.JPG	0.000000	1.000000	1.000000
102003.JPG	0.166667	0.833333	1.000000
102004.JPG	0.200000	1.000000	1.000000
102005.JPG	0.000000	1.000000	1.000000
102006.JPG	0.250000	0.750000	1.000000
102007.JPG	0.000000	1.000000	1.000000
102008.JPG	0.250000	1.000000	1.000000
102009.JPG	0.000000	0.846154	1.000000
102010.JPG	0.125000	0.875000	1.000000
102011.JPG	0.142857	0.857143	1.000000
102012.JPG	0.000000	1.000000	1.000000
102013.JPG	0.400000	1.000000	1.000000
102014.JPG	0.000000	1.000000	1.000000
102015.JPG	0.111111	0.888889	0.888889
102016.JPG	0.500000	1.000000	1.000000
102017.JPG	0.142857	0.714286	1.000000
