546	349	354	207	0.162613
661	118	145	127	0.162406
561	467	339	360	0.162054
676	157	136	92	0.162026
677	133	223	449	0.16186
770	413	130	68	0.16181
539	193	361	343	0.161678
680	136	100	106	0.16164
581	136	280	286	0.161559
639	1	261	180	0.161351
683	128	134	71	0.161312
579	131	233	167	0.16126
676	144	135	149	0.160704
554	132	259	451	0.160353
775	487	125	62	0.160268
580	371	320	271	0.160181
682	135	123	53	0.160134
768	470	132	357	0.159953
801	412	99	34	0.159752
59	525	253	286	0.159428
777	461	33	74	0.159406
581	217	319	201	0.159094
562	136	301	301	0.158871
559	135	251	616	0.158835
660	146	145	55	0.158594
676	146	189	143	0.158586
766	486	48	48	0.158538
656	136	139	124	0.158516
563	375	247	378	0.157998
269	135	631	691	0.157978
555	1	306	473	0.157951
596	146	215	121	0.157848
29	309	612	500	0.157778
851	725	49	17	0.157728
1	1	82	39	0.157728
851	723	49	17	0.157717
587	132	226	265	0.15761
525	468	375	363	0.157483
1	200	185	139	0.157474
579	1	215	434	0.157457
775	322	125	214	0.157441
729	357	171	180	0.157263
662	135	200	196	0.157048
97	134	803	545	0.156991
591	1	309	180	0.156872
796	358	104	64	0.156827
661	4	82	37	0.156719
1	1	237	286	0.15666
777	489	39	56	0.156623
580	153	231	403	0.156528
774	486	36	77	0.156457
580	406	72	113	0.156447
19	199	166	139	0.156392
682	146	123	67	0.156316
658	141	159	73	0.156296
775	489	125	176	0.155948
646	135	165	337	0.155916
777	466	34	70	0.155862
539	232	361	350	0.155847
551	135	310	132	0.155519
732	364	168	115	0.155355
641	1	102	41	0.155334
659	132	241	287	0.155233
783	631	117	195	0.155213
579	8	321	258	0.154895
749	489	64	45	0.154863
562	154	249	421	0.15486
770	403	130	74	0.154825
61	512	365	298	0.154646
645	376	255	206	0.154441
270	513	105	235	0.153921
573	670	36	64	0.153896
641	1	259	477	0.153863
610	739	31	28	0.153803
580	395	45	123	0.153783
604	8	185	156	0.153714
22	200	164	85	0.153571
570	666	34	77	0.153466
640	1	108	77	0.153422
98	512	231	203	0.153313
539	1	361	266	0.15312
558	376	266	454	0.152897
775	486	33	49	0.152894
551	1	349	169	0.152787
597	131	266	167	0.152771
651	32	160	212	0.152754
97	581	185	96	0.152727
79	533	251	281	0.152652
765	488	135	186	0.152531
654	1	99	41	0.152471
641	1	147	142	0.152442
637	8	149	142	0.152393
5	199	182	121	0.152347
641	32	105	46	0.152097
580	407	45	121	0.152042
542	1	281	829	0.152015
661	145	38	55	0.151932
777	370	123	293	0.151926
791	491	109	44	0.151903
98	529	278	294	0.150895
429	1	471	502	0.150761
88	513	286	262	0.150746
641	134	164	76	0.150564
576	489	324	339	0.150352
597	7	204	222	0.150337
596	365	304	115	0.150042
741	389	159	168	0.149913
513	232	387	452	0.149801
91	509	282	241	0.149756
561	509	339	321	0.14953
580	374	231	200	0.14932
754	489	146	96	0.149259
645	371	255	457	0.148857
579	136	233	207	0.148813
777	477	39	60	0.148782
98	514	232	164	0.148778
580	395	69	132	0.148643
578	513	68	167	0.148607
543	376	313	453	0.148243
580	406	72	132	0.148196
658	134	203	280	0.14798
677	131	127	57	0.147871
1	13	45	17	0.147844
732	376	73	99	0.147836
639	1	261	579	0.147699
641	1	148	77	0.14752
768	390	132	436	0.147436
24	470	876	365	0.147403
30	375	829	456	0.147358
546	216	354	203	0.14727
1	200	621	520	0.147248
661	141	150	82	0.14721
61	437	313	372	0.147194
551	396	349	184	0.146976
646	130	254	407	0.146876
776	489	22	36	0.14685
496	403	109	121	0.146667
556	134	307	697	0.146647
558	375	291	433	0.146607
653	53	209	213	0.146184
563	360	232	319	0.146174
1	1	274	320	0.146169
597	8	279	291	0.145998
98	506	232	301	0.14559
1	25	50	21	0.145568
518	406	86	119	0.145559
658	135	203	337	0.145407
656	146	43	53	0.145341
72	657	259	150	0.14533
793	356	107	63	0.145264
1	24	54	23	0.145191
514	503	90	176	0.144956
445	155	455	426	0.144779
269	134	631	546	0.144745
1	1	238	429	0.144706
64	513	309	235	0.144664
557	391	253	384	0.14451
1	199	225	207	0.144349
577	135	235	694	0.144315
793	357	107	74	0.144308
662	134	118	130	0.144178
578	1	109	340	0.144154
685	369	215	457	0.144012
579	406	88	121	0.143811
754	468	146	118	0.14364
565	395	38	129	0.143527
507	630	393	205	0.143525
565	376	246	253	0.143399
551	136	310	163	0.143194
221	375	419	375	0.142993
585	231	315	247	0.142903
545	376	268	197	0.142895
676	169	135	76	0.142703
580	386	72	136	0.14254
577	376	323	165	0.142534
580	406	97	115	0.14245
573	513	53	167	0.142385
574	703	25	31	0.142234
546	9	354	242	0.142053
269	511	350	242	0.142043
251	514	122	234	0.141984
741	468	159	133	0.141919
525	508	375	323	0.141907
775	453	125	82	0.141855
775	481	125	124	0.141818
96	192	804	489	0.141791
662	141	37	60	0.141678
564	190	248	349	0.141382
551	219	349	217	0.141356
650	30	130	171	0.141225
269	536	97	136	0.141041
496	396	107	142	0.141021
641	1	145	101	0.141
562	376	251	162	0.140987
549	407	51	117	0.140973
62	514	578	315	0.140933
640	31	142	133	0.140802
573	135	221	544	0.140672
754	454	146	102	0.140615
578	514	99	167	0.140592
554	191	259	490	0.140536
736	141	164	439	0.140275
551	510	53	172	0.140227
571	670	45	63	0.14021
798	413	102	43	0.140185
826	507	74	25	0.140182
194	364	706	237	0.140143
579	391	83	129	0.140098
269	512	378	259	0.139884
656	171	175	115	0.139848
777	486	19	40	0.139768
659	154	207	150	0.139718
536	504	60	176	0.139699
1	7	899	471	0.139689
193	1	513	429	0.139541
580	292	320	264	0.13952
768	414	132	282	0.139482
124	514	197	90	0.139478
688	134	117	43	0.139469
1	1	304	427	0.139375
1	22	49	30	0.139206
683	139	129	85	0.139094
651	1	145	244	0.139032
585	362	315	133	0.138913
1	374	308	435	0.138844
564	470	336	220	0.138778
787	496	113	66	0.138727
1	1	99	46	0.138679
583	1	198	245	0.13867
1	373	373	381	0.138669
658	156	153	172	0.138636
677	136	135	337	0.138537
194	379	429	301	0.138475
677	136	135	285	0.13847
514	516	90	175	0.138398
560	362	252	214	0.138247
1	1	236	381	0.138124
587	146	276	152	0.138074
561	470	339	283	0.138058
587	9	313	160	0.137996
195	1	427	752	0.137992
851	736	49	22	0.137927
563	669	41	64	0.137924
851	718	49	22	0.137894
96	514	269	201	0.137889
196	228	704	452	0.137812
497	399	103	128	0.137809
424	399	195	125	0.137779
645	375	255	323	0.137742
86	581	205	97	0.137712
1	199	185	229	0.137642
497	395	107	286	0.13762
98	519	214	159	0.137593
639	39	159	159	0.137513
767	646	89	180	0.137505
587	232	313	170	0.137427
195	378	445	431	0.137423
1	134	899	470	0.137333
578	406	99	270	0.137184
676	11	135	235	0.137163
269	398	377	353	0.13715
677	182	140	67	0.137129
502	514	103	167	0.137088
1	1	237	242	0.137044
195	1	493	752	0.137031
520	511	83	222	0.136986
765	489	68	45	0.136975
96	535	215	143	0.136895
87	573	203	121	0.136809
97	515	212	196	0.1368
1	200	372	610	0.136738
270	470	630	359	0.136664
61	490	839	339	0.136506
682	154	114	45	0.136402
98	514	268	164	0.136389
563	679	38	55	0.136375
580	395	81	149	0.136329
115	135	785	469	0.136175
194	395	706	299	0.136059
777	489	72	45	0.135983
556	411	34	117	0.13596
613	736	28	31	0.135888
580	1	175	416	0.13582
96	363	510	316	0.13581
1	1	872	342	0.135787
563	380	223	372	0.135714
773	488	37	87	0.135652
680	136	112	55	0.135583
1	1	346	284	0.135565
641	1	114	168	0.135491
288	398	333	356	0.13543
424	396	195	143	0.135393
689	153	117	45	0.135296
445	135	455	336	0.135229
581	136	282	207	0.13513
60	559	268	250	0.135062
268	535	118	136	0.135029
774	456	36	82	0.135011
658	133	214	243	0.134978
269	514	104	257	0.134796
645	371	255	272	0.134789
579	406	88	136	0.134769
99	448	277	360	0.134635
99	511	318	299	0.134391
546	1	354	198	0.134229
124	514	200	100	0.134215
581	192	232	223	0.134134
801	496	99	40	0.134124
658	154	206	185	0.133991
570	656	34	77	0.133976
270	511	334	289	0.133893
580	391	97	130	0.133857
62	511	557	291	0.13381
565	396	219	381	0.13369
270	400	334	348	0.133592
1	25	49	33	0.133557
539	407	65	121	0.133506
196	135	704	466	0.133502
774	490	68	46	0.133485
750	399	150	137	0.1334
96	336	571	439	0.133398
557	407	47	121	0.133169
497	394	107	339	0.133092
269	517	97	161	0.133045
270	537	112	145	0.132949
61	369	529	442	0.132869
581	514	86	161	0.132822
658	193	197	73	0.132723
661	146	33	54	0.132628
658	79	153	166	0.132615
661	111	139	88	0.132601
196	8	704	526	0.132594
99	581	186	137	0.132532
68	637	260	170	0.132465
657	182	153	67	0.13242
511	1	105	227	0.132406
225	375	588	376	0.1324
68	514	260	201	0.132393
577	391	56	129	0.132335
851	719	49	24	0.132216
578	514	110	164	0.1321
579	384	81	144	0.132031
91	533	211	289	0.131939
798	407	102	49	0.131882
267	509	385	322	0.131809
90	569	195	173	0.131787
578	396	99	142	0.13159
504	510	101	223	0.131434
551	489	349	196	0.131402
95	570	190	147	0.131352
583	170	81	172	0.131313
641	23	105	55	0.131104
134	504	185	105	0.131081
270	513	122	235	0.131065
269	514	115	250	0.130921
599	31	181	139	0.130877
736	367	69	109	0.130871
640	8	146	64	0.130833
68	648	279	159	0.130821
98	559	193	189	0.1308
677	53	195	195	0.13075
539	8	361	291	0.130624
501	1	369	829	0.130539
564	508	336	280	0.130534
775	278	125	257	0.130509
129	518	173	86	0.130425
1	1	347	807	0.130423
793	491	107	59	0.130368
640	1	115	103	0.130309
137	378	467	370	0.130296
656	146	48	53	0.130173
317	365	583	224	0.130153
729	489	171	191	0.129986
579	394	205	182	0.129929
645	134	255	693	0.129909
518	406	86	136	0.12988
770	363	130	58	0.129805
489	510	115	169	0.129783
587	192	226	281	0.129742
133	1	489	748	0.129686
289	398	351	401	0.129594
581	154	232	187	0.129592
677	11	223	191	0.129536
120	511	263	299	0.129468
1	134	899	302	0.129381
132	1	513	807	0.129351
725	467	175	213	0.129279
580	334	231	240	0.129193
659	146	39	82	0.129139
548	410	43	114	0.129056
534	406	69	120	0.129028
595	8	305	226	0.129013
557	395	47	130	0.128836
563	407	183	275	0.128832
1	229	115	91	0.128765
573	661	45	72	0.128687
455	141	445	279	0.128568
679	184	132	67	0.128566
194	136	706	303	0.128473
563	406	249	167	0.128331
487	395	119	339	0.128305
1	1	278	244	0.128238
1	200	286	227	0.128221
62	516	231	294	0.128158
546	135	315	207	0.12814
573	514	95	239	0.128134
639	32	109	52	0.128067
546	489	354	285	0.127979
1	199	225	128	0.127959
578	222	234	217	0.127849
521	386	83	139	0.127823
300	400	342	369	0.12782
580	382	89	140	0.127686
538	512	67	168	0.127671
580	400	88	275	0.127614
100	560	230	247	0.127534
565	399	335	157	0.12741
639	32	261	137	0.127387
502	375	354	456	0.127331
70	559	295	250	0.127314
546	232	354	270	0.12731
639	9	261	141	0.12731
677	11	223	570	0.127218
580	405	167	117	0.127137
497	402	103	140	0.127054
71	658	230	149	0.127044
564	489	293	342	0.127043
512	1	349	752	0.127036
301	511	339	258	0.127034
289	365	611	261	0.126893
596	9	193	141	0.126781
573	514	105	237	0.126708
622	1	164	77	0.126699
20	199	168	169	0.126679
639	6	116	72	0.126637
661	102	143	103	0.126518
571	510	125	169	0.126482
680	11	125	194	0.126438
753	372	51	99	0.126198
583	1	173	199	0.126186
662	146	39	77	0.126179
652	1	135	71	0.126154
428	1	385	340	0.126153
775	490	28	37	0.126114
573	666	35	77	0.126068
551	631	349	200	0.125898
90	509	243	234	0.125825
591	157	221	439	0.125814
454	403	446	285	0.125757
774	476	36	87	0.125649
578	406	110	115	0.125598
639	9	148	71	0.125594
519	409	83	272	0.125586
69	694	258	116	0.125498
270	508	630	323	0.125361
641	1	145	67	0.125259
470	1	343	435	0.124985
429	1	382	434	0.124888
537	170	71	172	0.124849
741	490	159	167	0.124717
77	578	207	163	0.124543
562	406	185	121	0.124438
640	7	115	124	0.124409
638	31	166	139	0.124408
734	376	70	120	0.124365
565	397	247	160	0.124331
466	400	138	282	0.124315
72	686	259	122	0.124272
476	396	129	142	0.124127
661	53	151	195	0.124124
847	708	53	120	0.124104
269	510	108	162	0.124103
225	376	585	303	0.123915
270	516	329	314	0.12387
604	35	197	163	0.123826
556	399	255	140	0.123803
564	514	85	168	0.123594
194	397	447	356	0.123589
607	193	203	82	0.123467
573	671	25	63	0.12342
1	1	785	303	0.123385
645	376	255	160	0.123348
591	375	219	309	0.123322
565	406	97	121	0.123288
496	391	109	127	0.123199
573	513	118	241	0.123183
772	488	78	47	0.123156
299	504	345	246	0.123107
581	134	199	330	0.123101
69	566	217	176	0.123075
1	369	618	311	0.122914
98	535	268	143	0.122856
741	446	159	139	0.122796
100	525	276	235	0.12271
655	40	127	124	0.122656
473	394	133	340	0.122641
61	637	291	170	0.12264
574	146	171	289	0.122633
70	570	230	237	0.122584
641	1	170	474	0.122533
760	489	52	68	0.122524
125	504	202	111	0.122457
658	155	155	213	0.122411
14	199	172	204	0.12239
91	571	209	238	0.122361
96	590	185	126	0.122302
652	1	94	61	0.122243
658	145	45	84	0.122237
563	407	184	347	0.122199
571	670	57	63	0.122185
100	500	275	215	0.122109
578	376	222	142	0.122089
565	402	181	137	0.122001
798	413	102	56	0.12199
648	35	252	163	0.121983
91	515	218	293	0.121942
217	511	158	243	0.121905
572	670	68	81	0.121798
665	469	235	358	0.121756
217	510	449	244	0.121683
579	406	168	132	0.12167
137	530	166	74	0.12162
638	7	108	64	0.121575
577	395	54	149	0.12153
496	136	315	303	0.121505
429	1	357	169	0.121427
585	407	52	114	0.121275
687	1	117	197	0.121241
554	251	259	525	0.121164
657	192	158	110	0.121142
605	737	35	35	0.12113
269	309	381	490	0.121129
489	507	115	230	0.121075
89	513	336	235	0.121041
775	489	34	58	0.120999
470	403	136	119	0.120995
1	1	424	285	0.120967
622	9	164	108	0.120955
562	221	249	355	0.120951
583	154	230	150	0.120938
677	153	135	181	0.120914
661	123	194	85	0.120778
661	99	149	101	0.120727
288	517	85	233	0.120718
662	141	33	58	0.120717
775	456	36	87	0.120671
645	134	167	423	0.120619
165	108	735	366	0.120574
661	94	139	106	0.12055
491	133	322	338	0.120542
353	1	458	419	0.120525
756	646	101	180	0.120495
769	630	131	43	0.120494
645	1	217	474	0.120404
1	199	416	608	0.120398
586	154	224	97	0.12038
1	200	308	602	0.120364
571	514	60	221	0.120249
579	284	321	137	0.120218
639	22	116	91	0.120149
97	537	272	171	0.120142
90	589	195	153	0.12006
1	1	78	64	0.120011
683	148	127	75	0.12
769	631	131	63	0.119986
545	406	59	120	0.1199
266	536	82	138	0.119848
72	696	279	111	0.119823
97	443	235	366	0.119806
736	376	75	158	0.119732
1	141	207	287	0.119699
1	1	209	435	0.11969
596	739	44	27	0.119685
710	629	190	197	0.119637
580	406	109	270	0.119573
457	400	163	282	0.119526
572	406	105	345	0.119522
610	736	30	39	0.119515
640	1	108	63	0.119511
661	157	135	47	0.119471
62	398	271	412	0.119118
658	173	196	112	0.119102
676	9	224	160	0.118971
268	1	543	752	0.118963
718	464	182	71	0.118947
736	197	164	386	0.11887
268	395	351	287	0.118855
678	208	132	61	0.118853
1	1	290	721	0.118815
769	542	131	286	0.11874
573	309	31	86	0.118682
673	135	227	694	0.11861
789	451	111	62	0.118556
572	408	131	344	0.11841
645	146	207	292	0.118388
590	631	310	195	0.118372
538	508	67	227	0.118309
580	406	115	133	0.118283
1	228	225	198	0.118259
585	408	48	129	0.118239
137	377	466	227	0.11818
134	696	191	111	0.118166
775	486	27	39	0.118153
769	631	131	157	0.118152
661	83	145	127	0.11794
656	174	159	132	0.117934
658	192	242	292	0.117869
775	460	45	75	0.117848
578	334	99	342	0.117823
96	378	281	432	0.117767
576	697	24	36	0.117763
573	514	69	239	0.117758
570	513	133	241	0.117672
222	134	678	287	0.117619
133	395	507	414	0.117555
453	396	151	347	0.117473
537	405	67	139	0.117403
247	531	132	219	0.117252
773	489	39	39	0.117191
589	1	167	258	0.117088
564	335	206	418	0.117024
487	357	119	326	0.117024
513	514	106	168	0.116945
565	399	219	142	0.116938
91	514	530	237	0.116915
70	640	230	170	0.116903
276	375	573	455	0.116752
561	509	339	181	0.116682
300	502	342	325	0.116645
669	630	231	200	0.116631
513	134	300	133	0.116501
646	54	135	107	0.116462
768	616	89	212	0.116419
543	391	60	129	0.116364
564	514	84	237	0.116298
268	514	117	168	0.116293
425	1	386	245	0.116235
604	136	200	75	0.11599
551	145	310	209	0.115956
572	669	43	84	0.115926
661	157	39	43	0.115918
581	146	202	292	0.115533
573	679	52	55	0.115499
587	163	105	233	0.115448
586	309	70	88	0.115322
779	153	121	349	0.115294
1	25	67	32	0.115256
566	668	54	67	0.115222
685	489	215	339	0.115135
204	514	170	250	0.115119
299	1	511	340	0.115018
595	51	305	216	0.114972
641	5	105	45	0.11493
659	136	39	92	0.114838
196	802	63	20	0.114825
85	359	663	320	0.114739
565	510	150	173	0.114707
155	514	219	297	0.114634
571	662	70	89	0.114626
132	135	681	615	0.114611
487	134	324	546	0.114609
222	468	678	285	0.114535
605	738	36	20	0.114497
565	395	181	159	0.114419
5	1	748	394	0.114411
194	373	409	227	0.114404
483	1	138	422	0.114328
767	649	84	158	0.114264
662	145	33	66	0.114262
573	663	45	90	0.114246
1	4	49	30	0.114218
571	679	69	72	0.114207
658	185	242	237	0.114137
587	144	111	284	0.114093
495	121	318	416	0.114091
130	208	770	396	0.114088
573	679	42	73	0.114076
270	514	122	260	0.114061
550	679	51	54	0.114027
268	515	145	233	0.114014
693	154	90	33	0.113977
501	1	118	340	0.113968
534	391	69	129	0.113962
466	511	138	222	0.113945
425	1	440	340	0.113887
777	489	35	39	0.113787
579	219	233	197	0.11376
269	400	389	301	0.113738
269	514	350	166	0.113729
98	512	586	263	0.113698
539	408	53	120	0.113691
121	536	208	273	0.113674
268	490	632	285	0.113644
463	510	159	173	0.113594
79	658	222	117	0.113594
568	407	194	111	0.11359
578	386	110	135	0.113588
132	133	681	547	0.113577
268	375	545	399	0.113499
79	590	212	127	0.113479
782	565	118	91	0.113459
847	695	53	131	0.113444
677	134	137	401	0.113421
666	9	142	168	0.113363
793	647	107	181	0.11332
195	275	444	556	0.113299
537	384	67	140	0.113275
497	395	108	173	0.113275
590	169	221	129	0.113197
639	9	150	99	0.113189
672	1	228	474	0.113188
645	133	184	453	0.113065
416	1	445	266	0.113058
61	333	313	477	0.112988
843	736	57	25	0.112946
569	649	287	181	0.11293
850	711	50	30	0.112902
770	488	45	87	0.112843
489	394	115	168	0.112821
124	529	179	84	0.112731
591	376	265	454	0.112681
685	123	96	38	0.112674
772	489	46	68	0.112643
588	298	52	117	0.112567
590	146	109	82	0.112542
640	32	114	73	0.112528
103	668	224	139	0.112486
70	656	272	164	0.112396
645	376	255	123	0.112227
96	397	279	354	0.112198
563	331	188	423	0.112173
476	393	128	160	0.11213
651	32	97	39	0.111975
97	401	524	279	0.111971
613	737	31	35	0.111858
79	697	221	79	0.11185
605	733	35	39	0.111831
127	513	195	164	0.111787
580	412	91	127	0.111779
544	670	60	63	0.111678
69	533	299	147	0.111673
493	504	111	267	0.111656
581	155	118	269	0.111581
54	514	278	233	0.111489
564	396	101	142	0.111479
669	204	148	71	0.111459
564	406	137	132	0.111414
563	511	165	240	0.111356
659	145	43	114	0.111308
798	401	102	67	0.111256
735	376	76	197	0.111233
567	514	149	254	0.111172
270	398	329	404	0.111138
580	145	165	377	0.111138
267	535	61	145	0.111133
597	229	25	70	0.111114
196	135	615	331	0.111109
595	121	103	109	0.111078
1	274	208	153	0.110934
70	698	230	97	0.110895
775	477	34	62	0.110846
588	309	39	88	0.110705
571	671	31	92	0.110701
596	1	159	164	0.110695
501	510	108	179	0.110665
159	511	161	89	0.110664
1	293	206	113	0.110653
607	58	173	103	0.110626
476	503	129	175	0.110561
564	546	336	284	0.110508
130	514	190	110	0.110335
577	406	209	121	0.110264
755	488	60	67	0.11023
69	671	258	149	0.110195
578	228	173	194	0.110127
680	1	149	201	0.11009
268	544	120	135	0.109996
54	590	247	217	0.109748
639	22	139	87	0.109718
1	193	365	529	0.10967
581	1	163	258	0.109626
476	228	141	190	0.109614
124	513	242	91	0.109586
563	406	142	122	0.109573
573	656	37	77	0.109548
580	514	37	25	0.109521
159	506	214	242	0.109501
54	514	275	164	0.109334
586	296	64	99	0.109305
615	32	132	46	0.109265
551	299	349	203	0.109249
563	488	248	265	0.109242
596	736	44	30	0.109226
686	35	214	163	0.10914
478	170	144	251	0.109128
79	656	200	60	0.109114
578	395	99	173	0.109086
194	230	706	353	0.108954
793	648	63	172	0.108931
564	512	55	168	0.108928
130	235	56	81	0.10892
268	510	382	169	0.108878
72	699	229	108	0.108848
496	1	310	679	0.108837
551	296	349	181	0.108831
579	1	166	298	0.10876
640	32	136	46	0.108714
135	512	231	167	0.108682
577	680	23	51	0.108649
570	357	130	326	0.108611
579	121	115	275	0.108589
777	486	19	50	0.108541
1	214	899	428	0.108536
652	184	248	331	0.108514
128	443	245	364	0.108509
640	1	260	77	0.108318
176	135	637	301	0.108296
56	581	233	97	0.108256
562	251	33	92	0.108256
597	121	33	107	0.108225
1	200	622	230	0.108214
429	1	192	422	0.108031
655	55	145	136	0.107987
639	1	261	105	0.107928
563	504	157	268	0.107797
300	395	330	307	0.107794
1	1	124	47	0.107662
640	9	106	158	0.10766
457	504	163	247	0.107653
576	689	24	44	0.107583
1	191	308	530	0.107519
540	406	74	123	0.1075
133	309	485	380	0.107405
564	489	247	202	0.107285
71	559	295	189	0.107241
565	216	229	561	0.107227
1	103	782	332	0.107169
491	154	322	419	0.107166
1	272	208	136	0.107074
570	626	287	205	0.107031
585	703	56	49	0.107016
487	134	324	641	0.106982
585	309	315	127	0.106966
533	298	73	117	0.106855
134	489	185	119	0.106843
1	22	51	45	0.106835
446	360	174	319	0.106752
592	513	50	161	0.106746
571	668	78	85	0.106745
451	399	168	128	0.106734
327	7	573	429	0.106708
434	8	377	258	0.106671
1	1	99	63	0.106606
497	376	107	170	0.106552
577	143	117	85	0.106546
571	668	64	67	0.106467
581	146	140	282	0.106463
580	298	84	232	0.106434
585	166	89	230	0.106344
70	657	209	146	0.106332
587	298	68	117	0.106299
776	485	54	60	0.106253
585	284	315	151	0.106179
194	228	423	202	0.106158
645	371	255	106	0.106123
579	378	204	249	0.106076
453	331	151	406	0.106075
580	298	93	224	0.106023
564	671	37	72	0.105821
169	236	17	40	0.105771
755	1	145	247	0.10577
511	1	21	45	0.105764
789	509	111	46	0.105599
97	169	524	511	0.105574
661	146	33	44	0.105349
284	544	81	121	0.105322
269	491	350	203	0.105234
54	559	247	220	0.105195
491	374	322	308	0.105182
573	669	31	43	0.10514
